representative	grouped_terms	genes
receptor ligand activity	receptor ligand activity;signaling receptor activator activity;signaling receptor regulator activity	F2;TTR;PROK1;EPO;GDF15;ANGPTL3;BMP6;NTS;THBS4;CXCL10;PENK;PF4;CXCL14;NGF;KNG1;NPPB;GNRH2;APOA1;CCL8;BMP3;BMP4;CCL24;S100A4;SFRP2;TNFSF9;FAM3D;WNT4;PPBP;VEGFD;FAM3B;CRLF1;CMTM2;WNT10A;LEFTY2;LTB;PNOC;CMTM3;CXCL1;LTA;FLT3LG;GNRH1;PDGFA;IL1A;VSTM1;GDNF;BDNF;TGFB1;TAFA5;PGF;WNT9A;VEGFC;INHBE;IL17D;CARTPT;CSF1;CCL28;NPFF;NBL1;VEGFB;WNT6;AGT;WNT11;TNFSF10;PSPN;STC1;NRG1;GHRL;CCL5;CXCL13;TAFA2;WNT9B;METRNL;GH1;FGF18;EDN3;PGLYRP1;CCN3;CD70;IL16;DLL4;UCN;RABEP2;CDC42EP2;GAS6;INSL3;PRL;CXCL9;NPPA;TSHB;TNF;GDF10;MIA;OSTN;NENF;GDF3;ADM2;IL23A;PTHLH;PF4V1;FASLG;IFNE;VEGFA;XCL2;HSPA1A;PTN;LHB;AMH;WNT16;NODAL;INHBC;BMP2;UCN2;OSGIN1;CXCL3;IL7;THPO;NMB;CCL4;CMTM1;LRPAP1;QRFP;INHBB;TAFA3;CCL20;FGF17;TNFSF13;ERFE;SEMA4A;BMP1;TGFA;CMTM7;ADCYAP1;CMTM8;OSGIN2;DKK1;IL17B;CORT;JAG1;CXCL16;WNT2B;IL34;DPP4;FGF22;IL1B;OSM;ENG;DGKQ;LYPD6B;LY6E;IGSF1;DKK2;MRAP2;PXDN;WFIKKN1;MTRNR2L1;MTRNR2L6;PRRT1;MTRNR2L12
regulation of trans-synaptic signaling	regulation of trans-synaptic signaling;modulation of chemical synaptic transmission	SYNGR1;CBLN2;FLOT1;SORCS3;DAG1;USP8;GRIA2;SCTR;GRIN2B;SHANK2;WNT5A;VGF;CDK5;ATAD1;SLC6A1;MEF2C;CNR1;KCNB1;CACNG8;AKAP7;UBE3A;CBLN1;C22orf39;CACNA1A;GRID2IP;EIF4EBP2;EPHB1;VPS35;ADNP;PRKN;APP;SLC4A10;SLC7A11;SCT;SLC38A1;GRIK4;CHRM2;SHANK1;PPP3CA;CHRNB2;MPP2;CHRNA5;GRIN3A;DRD1;SYN1;NTF4;CSPG5;RTN4;USP46;GRIN1;STAU1;CELF4;TUBB2B;PRKCZ;JPH4;KRAS;OTOF;ATP2A2;EIF2AK4;PRKCG;GRIK5;PCDH17;YWHAG;ROR2;PRKAR2B;SNAP25;DCC;FXR1;FRRS1L;NALCN;SYAP1;PLCL2;PRNP;CAMK2A;ZDHHC12;NPTN;ADCY1;BTBD9;EIF4E;MAPK1;PRKAR1B;FBXO45;CHRNA7;MAP1B;ERC1;RIMS3;PAFAH1B1;PPP1R9A;GRIK2;ARHGAP44;NCDN;PREPL;ADORA1;SLC1A1;LRP8;SYP;CAMKV;BCHE;ITGB1;EFNB3;PAIP2;NLGN4Y;ZDHHC2;RAB3GAP1;GRM2;P2RY1;TMEM25;NSG1;CACNA2D2;PTEN;SYT7;CHRM1;STAU2;SV2B;PPP3R1;PRKCE;GSK3B;CHRNA3;PFN2;INA;RELN;SHISA7;RAP1BL;SLC18A3;MAPK8IP2;NEFH;CHRNB4;SYT1;NEFL;APBA1;SV2C;SLC6A4
cellular response to molecule of bacterial origin	cellular response to molecule of bacterial origin;cellular response to lipopolysaccharide;cellular response to biotic stimulus	TLR10;BMP6;MMP9;CXCL10;PF4;TNIP3;TLR6;CARD16;AICDA;NUGGC;PPBP;TLR9;NFKBIL1;MMP3;CXCL1;GBP3;IL1A;STAP1;LITAF;NR1D1;MAPK3;TRAF6;TRIM5;MMP8;GBP2;GIT1;UPF1;CXCL13;PYCARD;NR1H4;MAP2K7;IRF3;IRAK2;PLSCR4;NFKBIZ;GBP5;RARA;CASP1;DEFA3;CXCL9;KLRK1;TNF;NOD2;SELENOS;CDK4;DEFA4;HMGCS2;RELA;TLR4;PF4V1;TICAM2;TLR1;CMPK2;DEFA6;IRAK4;DEFA5;VIM;CACTIN;SHPK;ARID5A;CASP7;CXCL3;AKAP8;NFKBIA;IRAK3;MYD88;ZC3H12A;HCK;SIGIRR;DAB2IP;TICAM1;CX3CR1;LTF;LY96;IL1B;CD14;PABPN1;LILRA2;PDCD4;GSTP1;PLSCR3;ABL1;ZFP36;TNFAIP3;SPON2;AHR;MALT1;NFKBIB;CD180;CXCL2;DEFB124;JAK2;AXL;MAPK8;TSPO;CARD8;TLR2;TRIM41;FCGR2B;CXCL11;PDCD1LG2;CSF3;CDA;DDIT3;NOTCH2;MUS81;APAF1;EIF2AK3;TXNIP;SYK;BTK
translation regulator activity, nucleic acid binding	translation regulator activity, nucleic acid binding;translation regulator activity	EEF1B2;EIF3B;EEF1A2;PABPC1;EFL1;EIF1AY;EIF3E;EIF3A;EIF3I;MRPL58;LARP1;EEFSEC;MIF4GD;PAIP1;MTIF2;EIF4B;EIF4G1;TSFM;ETF1;EIF4G3;EIF4A2;EIF4H;EEF2;EIF2S2;CELF4;MTRFR;EIF3J;EIF3H;EIF2S1;EIF4E3;EIF5A;EIF3M;GSPT2;MTIF3;DHFR;EEF1A1P5;EEF2K;EIF4E;DHX29;EIF3L;GFM1;COPS5;IGF2BP2;EIF4G2;EIF1AX;PAIP2;GSPT1;EIF2S3;EIF4E2;EIF5AL1;HBS1L;DENR;EIF2S3B;NHLRC3;AIRE;EIF4EBP2;FXR1;NHLRC1;SERBP1
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	NDUFA10;DMAC2;NDUFB10;NDUFA11;NDUFB9;NDUFS6;NDUFS4;NDUFA3;NDUFB8;NDUFA13;NDUFV1;NDUFA9;FOXRED1;NDUFS1;NDUFB4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;NDUFA12;NDUFS5;NDUFAB1;NDUFV2;NDUFA6;NDUFB3;NDUFA4;NDUFA5;NDUFB2;NDUFB6;NDUFAF1;DMAC1;NDUFB5;NDUFS2;WDR93;NDUFC2
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFB8;NDUFA13;NDUFAF2;NDUFA9;FOXRED1;NDUFS1;NDUFB4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;OXA1L;NDUFAF6;NDUFA12;TMEM126A;NDUFS5;TIMM21;TMEM186;NDUFAB1;NDUFA6;NDUFB3;NDUFA5;NDUFB2;NDUFB6;NDUFAF1;DMAC1;NDUFB5;NDUFS2;COA1;TMEM126B;LYRM2;NUBPL;NDUFC2;NDUFAF7
tumor necrosis factor superfamily cytokine production	tumor necrosis factor superfamily cytokine production;regulation of tumor necrosis factor superfamily cytokine production;tumor necrosis factor production;regulation of tumor necrosis factor production	ORM1;ORM2;PF4;VSIR;TLR9;NFKBIL1;SETD4;NFATC4;TRIM27;CLEC4A;ADAM8;IL1A;TGFB1;HLA-E;RIPK1;MMP8;SLAMF1;LRRK2;OAS1;ACP5;SYT11;TNFRSF8;GHRL;PYCARD;NR1H4;FOXP1;CLU;RARA;GAS6;SPN;NOD2;SELENOS;LGALS9;ELF4;NOD1;AZU1;IL23A;TLR4;TLR1;CACTIN;CYBA;AGER;ARID5A;ARRB2;AKAP8;SASH3;PTPRC;OAS3;SPHK2;IRAK3;MYD88;ZC3H12A;ARHGEF2;FCGR2C;TICAM1;CX3CR1;LTF;LY96;CD14;CIDEA;OAS2;CD2;SYK;PTPN6;LILRA2;PTPRJ;FCGR2A;TYROBP;GSTP1;LILRA5;FRMD8;ZFP36;TNFAIP3;SPON2;DICER1;IL27RA;NLRC3;BCL3;JAK2;CCL3;AXL;PSEN1;TSPO;TLR2;LILRB4;FCGR2B;BTK;FCGR3A;MC1R
serine-type endopeptidase activity	serine-type endopeptidase activity;serine hydrolase activity;serine-type peptidase activity	PLG;F2;PROC;MMP1;OVCH2;MMP9;PRSS45P;RHBDD2;HTRA3;TMPRSS11B;HTRA1;TMPRSS6;GZMH;HABP2;HTRA4;HP;GZMM;MMP3;PRSS50;ADAM8;PCSK6;MMP8;TMPRSS11E;C1R;KLK2;CTRL;TMPRSS3;F12;PRSS53;PRSS8;C1RL;CTSK;ELANE;HGFAC;MMP10;KLK1;OVCH1;TMPRSS2;FAP;C1S;KLK3;PRSS46P;CFB;KLKB1;HPR;PRSS22;PRSS37;GZMA;C2;AZU1;GZMB;PRSS23;MMP2;DPP7;AADAC
purine ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process	NDUFS6;NDUFS4;ATP5PD;NME2P1;NDUFA3;ATP5F1E;NDUFB8;NDUFA13;NDUFV1;ALDOA;ATP5ME;IMPDH2;ATP5MG;VCP;ATP5MJ;NDUFA9;ATP5PO;STOML2;NME4;NDUFS1;NDUFB4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;NME6;PINK1;NDUFA12;ATP5PF;NME1;ATP5F1A;ATP5MK;NDUFS5;NDUFAB1;NDUFV2;ATP5MC2;ATP5MF;ATP5MGL;NDUFA6;NDUFB3;ATP6V1A;ATP5F1B;ATP5F1C;ATP5MC1;ATP5PB;NDUFA5;NDUFB2;NDUFB6;ATP5MC3;DNAJC30;SDHD;NDUFB5;NUDT2;NDUFS2;NME5;SDHC;COX11;NME7;PARP1;NDUFC2;ATP5F1EP2;DMAC2L;ADK
interleukin-8 production	interleukin-8 production;regulation of interleukin-8 production;positive regulation of interleukin-8 production	APOA2;F2RL1;CRP;F2R;FFAR2;DDIT3;TLR6;TLR9;CD58;RIPK1;IL17D;ANXA4;PYCARD;ELANE;PRKD2;SSC5D;TNF;NOD2;LGALS9;RELA;NOD1;TLR4;TLR5;TLR1;DEFA5;HSPA1A;CACTIN;FCN1;CD244;HYAL2;CHI3L1;PTPRC;MYD88;LRRC19;IL1B;CD14;MAPKBP1;ANXA1;CD2;SYK;TLR7;LILRA2
heme binding	heme binding;tetrapyrrole binding	AMBP;CYP2C9;CYP3A4;HRG;CYP4A11;CYP2A6;CYP2E1;NOX4;HBG2;CYP1A2;CYP8B1;CYP4F3;CYP24A1;CYP20A1;NOS1;HBA2;HBB;CYP7A1;CYP3A5;HBM;CYP2J2;NR1D1;CYP27A1;HBQ1;CYP26A1;TDO2;HBA1;FLVCR2;HBG1;CYP2D6;HBD;CYGB;CYP2C8;PXDN;CYP1A1;CYP4F22;CYP4F12;PTGIS;CYBA;STEAP1;RSAD1
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	MRPL42;MRPS5;MRPS31;MRPS6;MRPS34;MRPS25;MRPS2;MRPS7;CHCHD1;MRPS24;MRPS21;MRPS18B;MRPS23;MRPS11;MRPS33;MRPS22;MRPS18A;MRPS18C;MRPS9;DAP3;MRPS28;MRPS16;MRPS35;MRPS14;MRPS27;MRPS17;MRPS10
vesicle-mediated transport in synapse	vesicle-mediated transport in synapse;synaptic vesicle cycle	ERC2;CPLX2;DTNBP1;ATP6V0D1;AP3S1;P2RY4;SNAPIN;AP2M1;ATP6V1D;SYNJ1;AMPH;PLD1;BLOC1S6;ATP6V1H;ATP6V1A;CDK5;ATAD1;PLAA;ROCK1;VPS35;AP3D1;PRKN;SLC18A2;SYN1;CSPG5;CANX;SCRN1;SH3GL2;OTOF;ITSN1;ATP2A2;SH3GL3;PRKCG;AP3S2;GRIK5;PCDH17;BSN;SNAP25;CADPS2;HPCA;BTBD9;PRKAR1B;DNAJC6;FBXO45;ATP6V1G2;RIMS3;SYT9;SYNDIG1;CLCN3;PREPL;SNAP29;PCLO;GIT2;SYP;AP2B1;SNPH;NLGN4Y;RAB3GAP1;P2RY1;NSG1;PACSIN1;PTEN;SYT7;ITGB3;SV2B;PPP3R1;SNCB;PFN2;RALA;RAP1BL;SYT1;CALY;SV2C;RAB3B
peptidyl-threonine modification	peptidyl-threonine modification;peptidyl-threonine phosphorylation	PARD3;WNT5A;LMTK2;CDK5;ROCK1;EIF4G1;CDK1;APP;PPP2R5D;ACVR1B;HIPK1;DMTN;PRKCA;CAMK2D;GALNT11;GALNT1;GALNT2;PRKDC;CALM2;UBE2K;TRIM6;CAMK2A;MYLK2;CALM1;MAPK1;HIPK4;CSNK2A1;CAB39;WNK1;CEMIP;EGF;STK39;CADM4;GSK3B;CSNK2A3;NLK;TTBK1;TNKS;CALM3
granulocyte migration	granulocyte migration;neutrophil migration;granulocyte chemotaxis;neutrophil chemotaxis	XG;CXCR1;CXCR2;CMKLR1;THBS4;CXCL10;PF4;RIPOR2;CSF3R;TREM1;VAV3;CCL8;JAML;CCL24;S100A12;PPBP;TRPV4;PIK3CD;CXCL1;RAC2;ADAM8;IL1A;CD177;MAPK3;CSF1;MCOLN2;SLAMF1;SAA1;VAV1;CCL5;S100A8;CXCL13;EDN3;S100A9;CD300A;CXCL9;NOD2;IL23A;EMP2;PF4V1;ITGA1;XCL2;IRAK4;CCR7;ITGA9;ADGRE2;CXCL3;FUT7;BST1;PIK3CG;CCL4;DPEP1;SLIT2;MYD88;CCL20
cell activation involved in immune response	cell activation involved in immune response;leukocyte activation involved in immune response	POU2AF1;F2RL1;CD19;HLX;ANXA3;TBX21;FGR;NKG7;LAT2;AICDA;GAB2;BATF;EOMES;PIK3CD;STXBP1;RORA;PCK1;ITGAL;RAC2;CD177;DOCK11;TGFB1;TSC1;DNASE1L3;LY9;SLAMF1;NOTCH2;ZNF683;RC3H1;NFKBID;LFNG;CLEC4D;SH2D1B;PYCARD;BRD2;RAB44;FOXP1;NFKBIZ;PGLYRP1;KMT2A;GAPT;LEF1;ADA;RARA;CD300A;BCL6;PRAM1;SPN;TNF;LAT;LGALS9;IL23A;MFNG;TLR4;SHB;PLA2G3;STAT6;IFNE;RNF168;PDP2;ADORA2B;CLEC4E;HLA-F;CD244;CD1C;LRP1;ITFG2;ADGRE2;KLRC2;PIK3CG;PTPRC;SPHK2;ITGAM;MYD88;ZC3H12A;KMT5B;SLC15A4;TNFSF13;SEMA4A;SMAD7;CCR6;STAT4;CORO1A;TICAM1;CDH17;CX3CR1;STX4;GATA2;SPI1;STXBP2;ANXA1;IL13RA2;LAMP1;SYK;HLA-DMB;JUNB;PTPN6;LILRA2;IL27;TYROBP;ABL1;FOXF1;DNASE1;SLAMF6;MALT1;IL18;IRF4;ATP7A;CD180;IL12RB1;IL27RA;TMEM98;BCL3;CCL3;TNFSF18;DOCK2
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (quinone) activity;NADH dehydrogenase (ubiquinone) activity;NAD(P)H dehydrogenase (quinone) activity	NDUFB10;NDUFB9;NDUFS6;NDUFS4;NDUFA3;NQO1;NDUFB8;NDUFV1;ENOX1;NDUFA9;NDUFS1;NDUFB4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;NDUFA12;NDUFS5;NDUFV2;NDUFA6;NDUFB3;AIFM1;NDUFA4;NDUFA5;NDUFB2;NDUFB6;NDUFB5;NDUFS2;NDUFC2;CBR4
DNA geometric change	DNA geometric change;DNA duplex unwinding;DNA conformation change	MRE11;TOP2A;DHX36;CHD8;NBN;GTF2H2;HMGB3;MCM8;MCM4;GINS1;G3BP1;ASCC3;SETX;MCMDC2;CDC45;RFC2;MCM6;BLM;RAD51;BRIP1;CHTF8;MCM3;RAD50;MNAT1;RFC4;XRCC6;DDX1;HMGA1;ZRANB3;GINS2;DHX9;RFC3;XRCC5;RUVBL1;GINS3;SUB1;ASCC1;MCM2;SSBP1;GINS4;TOP2B
interleukin-6 production	interleukin-6 production;regulation of interleukin-6 production	ORM1;POU2AF1;F2RL1;F2R;TLR6;TLR9;TRPV4;SETD4;IL1A;TGFB1;TRAF6;POU2F2;IL17D;SLAMF1;SYT11;GHRL;PYCARD;NR1H4;IL16;UCN;GAS6;TNF;NOD2;MBP;SELENOS;UNC93B1;LGALS9;INPP5D;RELA;ELF4;NOD1;TLR4;TLR1;CD200;MAPK13;ADORA2B;CYBA;AGER;HYAL2;ARID5A;ARRB2;NMB;SPHK2;IRAK3;MYD88;ZC3H12A;CEBPB;ARHGEF2;KLF2;TICAM1;CSK;IL1B;SYK;TLR7;PTPN6;LILRA2;TYROBP;LILRA5;TNFAIP3;SPON2;BANK1;IL27RA;NLRC3
endopeptidase regulator activity	endopeptidase regulator activity;endopeptidase inhibitor activity	ITIH2;SERPINC1;AMBP;AHSG;ITIH1;HRG;SERPINA1;NGF;CST7;KNG1;SERPING1;SORL1;CST3;SERPINB3;CARD16;VSIR;SFRP2;NLRP1;SERPINA10;SERPINF1;BST2;GBP2;LCN1;AGT;RECK;AIM2;SERPINH1;SERPINB2;CRB2;SERPINB8;CST2;HMSD;CSTA;GBP5;TIMP2;SMR3B;WFIKKN1;BIRC7;SERPINB5;COL7A1;TIMP3
mononuclear cell proliferation	mononuclear cell proliferation;lymphocyte proliferation	EPO;MZB1;MS4A1;CRP;CD79A;ARG1;CD19;FCRL3;IHH;TNFRSF13B;CRTAM;VAV3;LRRC32;PLA2G5;BMP4;VSIR;TNFSF9;BCL2;WNT4;TLR9;PKN1;TNFRSF14;IRF1;BCL2L1;IRS2;RASAL3;IL20RB;CARD11;RAC2;IL1A;MNDA;TRAF6;HLA-E;BAX;CSF1;SLAMF1;CCND3;RC3H1;CR2;TYK2;HES1;CCL5;ZNF335;PYCARD;NFKBIZ;CD70;GAPT;LEF1;ADA;CD300A;BCL6;CCDC88B;CLC;SPN;ZAP70;LGALS9;ARMC5;INPP5D;ELF4;ATM;IL23A;ICOSLG;EMP2;LMBR1L;TLR4;SHB;IFNE;PELI1;CD22;SLC4A2;AGER;IL7;BST1;PIK3CG;SASH3;PTPRC;MYD88;LMO1;LST1;CEBPB;FKBP1B;RIPK3;PSMB10;CORO1A;TNFRSF4;SH2D2A;TICAM1;HLA-DPA1;IL1B;ANXA1;SYK;HLA-DMB;NCK1;PTPN6;PDE5A;IL27;TYROBP;ABL1;PLA2G2A;CD3E;AHR;SDC4;MALT1;BID;IL18;MAD1L1;CD180;IL12RB1;HLA-DPB1;TMIGD2;JAK2;TNFSF18;DOCK2;PRKCD;PLA2G2D;CD1D;CD38;LILRB4;FCGR2B;BTK;LGALS9C;FOXJ1;FCGR3A;PDCD1LG2;PLA2G2F;TNFSF8;HAVCR2;SH3RF1;HLA-DRB1;IGFBP2;SPTA1;CDKN1A;LEP;TNFSF13B;IL2RA;BTN3A1;P2RX7;CD74;SLC11A1;ATAD5
regulation of synapse organization	regulation of synapse organization;regulation of synapse structure or activity	DHX36;MYCBP2;LRRTM1;CFL1;LRRN1;YWHAZ;LRRTM3;CBLN2;IL1RAPL1;CNTNAP1;DAG1;RHOB;GRIN2B;SHANK2;AMIGO1;WNT5A;CDK5;ABI2;MEF2C;KIF1A;SLITRK1;UBE3A;EGLN1;CBLN1;TUBA1A;ROCK1;EIF4G1;EPHB1;VPS35;ADNP;APP;SLC7A11;VSTM5;THBS2;C1QL1;PDLIM5;CHRNB2;CHD4;TUBB;CDH8;LINGO2;LHFPL4;ASAP1;NTN1;TIAM1;SLITRK3;ROR2;SNAP25;EFNA5;LRRN3;EEF2K;PRNP;SEMA4D;ABHD17C;IL10;LRFN5;ICAM5;PAFAH1B1;ARHGAP44;SYNDIG1;LRFN1;LRP8;CAMKV;ITGB1;EFNB3;ADGRL1;CDC42;PTEN;STAU2;ABHD17B;NGEF;CAPRIN1;CTNNA2;LRRC4B;RELN;NRCAM;CRIPT;SLC18A3;NEFL;GPC4
interleukin-1 beta production	interleukin-1 beta production;regulation of interleukin-1 beta production;interleukin-1 production;regulation of interleukin-1 production	ORM1;ORM2;F2RL1;F2R;APOA1;TLR6;CARD16;NLRP1;GIT1;ACP5;AIM2;GHRL;PYCARD;FOXP1;GBP5;CASP1;EGR1;TNF;NOD2;USP50;LGALS9;RELA;MEFV;ELF4;NOD1;AZU1;TLR4;CCR7;AGER;ARRB2;GSDMD;NAIP;MYD88;ZC3H12A;CX3CR1;PML;LILRA2;TYROBP;GSTP1;LILRA5;TNFAIP3;MALT1;SMAD3;JAK2;CCL3;CASP8;IFI16;CARD8;LILRB4;IGHD;SAA1;NR1H4;IL16;GAS6;ANXA1
leukocyte cell-cell adhesion	leukocyte cell-cell adhesion;regulation of leukocyte cell-cell adhesion	FGL1;EPO;ARG1;SELL;IHH;RIPOR2;CRTAM;HLX;TBX21;LRRC32;PLA2G5;BMP4;VSIR;TNFSF9;TNFRSF14;HSPH1;IRF1;RASAL3;IL20RB;CARD11;PCK1;ITGAL;RAC2;ADAM8;IL1A;CD177;IL2RG;ADTRP;ADORA2A;LAG3;VNN1;CLEC4M;TRAF6;HLA-E;CCL28;SLAMF1;SMARCD1;RC3H1;TYK2;HES1;NFKBID;PIK3R6;VAV1;CCL5;S100A8;PYCARD;BRD2;ELANE;ITGA5;RHOH;NFKBIZ;TIGIT;CD70;LEF1;ADA;S100A9;RARA;ITGB7;CD300A;BCL6;GLI2;CCDC88B;SELE;FERMT3;SELP;CHST2;SPN;KLRK1;TNF;NOD2;ST3GAL4;ZAP70;RAG1;LGALS9;RELA;NT5E;RUNX3;IL23A;ICOSLG;SELPLG;SHB;CD4;PELI1;CCR7;SLC4A2;LCK;AGER;IL7;FUT7;FCHO1;GLI3;SASH3;STK10;PTPRC;GP1BA;ZC3H12A;CEBPB;CBFB;ICOS;SMAD7;LAX1;ALOX5;SOCS1;CORO1A;FOXO3;CX3CR1;ITPKB;DPP4;HLA-DPA1;APOA4;ZBTB16;CSK;CD83;IL1B;SART1;PAG1;FUT9;ANXA1;SYK;HLA-DMB;NCK1;TNFSF11;PTPN6;PDE5A;ABL2;GCNT1;CERCAM;HLA-DQB2;ABL1;PLA2G2A;CD3E;RUNX1;SDC4;MALT1;IL18;ZMIZ1;LRG1;MAD1L1;SMARCB1;IL12RB1;ITGA4;ACTB;SMARCD2;HLA-DPB1;TMIGD2;JAK2;CD27;ZBTB1;CXCL12;PLA2G2D;OLR1;CD1D;CD5;HLA-DMA;ICAM1;ZC3H8;LILRB4;ARID2;IL4R;SKAP1;JAK3;LGALS9C;FOXJ1;PDCD1LG2
amino acid activation	amino acid activation;tRNA aminoacylation;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;ligase activity, forming carbon-oxygen bonds	LARS1;AARS2;RARS2;LARS2;NARS1;TARS2;FARSB;HARS1;EARS2;KARS1;IARS1;IARS2;GATB;YARS2;FARS2;NARS2;RARS1;DARS2;EPRS1
cytochrome complex assembly	cytochrome complex assembly;respiratory chain complex IV assembly	COX10;TIMM21;COX14;TACO1;UQCRFS1;COA4;COX18;PET117;COX16;COA5;HCCS;COA6;COX17;COA1;SCO1;SLC25A46;COX15;SMIM20;LYRM7;TTC19;STMP1
regulation of peptidase activity	regulation of peptidase activity;regulation of endopeptidase activity	AHSG;HRG;FABP1;F2R;GSN;SERPINA1;MMP9;ATP2A3;CST7;KNG1;SERPING1;BBC3;CST3;SERPINB3;CARD16;VSIR;CASP10;FNIP1;ECM1;NLRP1;TBC1D10A;SERPINA10;SERPINF1;BAX;DAP;UACA;TNFSF10;PMAIP1;RECK;AIM2;SERPINH1;SERPINB2;S100A8;PYCARD;CTSK;CRB2;SERPINB8;FAS;DDRGK1;CST2;IFI6;RPS27L;CSTA;S100A9;UBXN1;CASP1;ACER2;GAS6;PRSS22;TNF;PIDD1;ST20;MAP3K5;MBP;USP50;APAF1;LGALS9;TIMP2;MEFV;NOD1;SERPINB5;PSMB9;TIMP3;SFN;BLID;FASLG;VEGFA;TANK;BOK;LCK;LRP1;AGER;ANXA8;NODAL;GPX1;DPEP1;EIF2AK3;NAIP;SIRT1;BIRC3;COL4A3;SERPINB13;PIH1D1;CASP9;CTSD;SERPINA5;CLDN4;NGFR;ACVR1C
ubiquitin-like protein conjugating enzyme activity	ubiquitin-like protein conjugating enzyme activity;ubiquitin conjugating enzyme activity	UBE2B;UBE2E2;UBE2D3;ATG10;ATG3;UBE2L3;UBE2T;UBE2F;UBE2R2;UBE2D1;UBE2H;UBE2QL1;UBE2K;UBE2G1;UBE2A;UBE2N;UBE2D2;UBE2E1;UBE2E3
neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential;transmitter-gated monoatomic ion channel activity;transmitter-gated channel activity;transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential;extracellular ligand-gated monoatomic ion channel activity	GABRA4;GRIA2;GRIN2B;CHRNA1;ADRB1;GRIK4;CHRNB2;CHRNA5;GRIN3A;GRIK5;GABRA5;CHRNB1;CHRNA7;GABRB1;GRIK2;CHRND;GABRG2;CHRNA3;CHRNB4;HTR3A;GABRG1;GRIN1;GABRB3;P2RX5;GABRQ;GLRB
regulation of leukocyte proliferation	regulation of leukocyte proliferation;regulation of mononuclear cell proliferation;regulation of lymphocyte proliferation	EPO;MZB1;CRP;ARG1;FCRL3;IHH;TNFRSF13B;CRTAM;VAV3;CCL8;LRRC32;PLA2G5;BMP4;VSIR;TNFSF9;BCL2;TLR9;PKN1;TNFRSF14;IRF1;BCL2L1;IRS2;RASAL3;IL20RB;CARD11;RAC2;IL1A;MAPK3;MNDA;BST2;TRAF6;HLA-E;CSF1;SLAMF1;RC3H1;TYK2;HES1;CCL5;ZNF335;PYCARD;CD70;ADA;CD300A;BCL6;CCDC88B;CLC;SPN;ZAP70;LGALS9;INPP5D;ATM;IL23A;ICOSLG;TLR4;STAT6;PELI1;CD22;CSF2RB;SLC4A2;AGER;IL7;BST1;NMB;SASH3;PTPRC;MYD88;LMO1;LST1;CEBPB;RIPK3;CORO1A;TNFRSF4;TICAM1;IL34;HLA-DPA1;IL1B;ANXA1;SYK;HLA-DMB;NCK1;PTPN6;PDE5A;IL27;TYROBP;GSTP1;TNFAIP3;PLA2G2A;CD3E;AHR;SDC4;BID;IL18;MAD1L1;IL12RB1;HLA-DPB1;TMIGD2;JAK2;TNFSF18;PLA2G2D;CD1D;CD38;LILRB4;FCGR2B;BTK;LGALS9C;FOXJ1;FCGR3A;PDCD1LG2;PLA2G2F;TNFSF8;HAVCR2;SH3RF1;HLA-DRB1;IGFBP2;SPTA1;CDKN1A;LEP
