representative	grouped_terms	genes
negative regulation of response to stimulus	negative regulation of response to stimulus;negative regulation of signal transduction	BOK;PYCR1;GFER;MAVS;BAX;BID;GPX1;SLC25A6;PDE2A;BCL2L2;BAK1;MCL1;BCL2;CASP8;PRELID1;BCL2L1;OGG1;CRY1
regulation of phosphate metabolic process	regulation of phosphate metabolic process;regulation of phosphorus metabolic process	SPHK2;MAVS;BAX;STYXL1;ANTKMT;FKBP8;BAD;BAK1;TSPO;TAFAZZIN;BCL2;ADCY10
lytic vacuole	lytic vacuole;lysosome;vacuole	SPHK2;AKR1B10;BBC3;ABCD1;ABCB6;MGST1;RAB24
proteinogenic amino acid biosynthetic process	proteinogenic amino acid biosynthetic process;L-amino acid biosynthetic process;amino acid biosynthetic process;alpha-amino acid biosynthetic process	PYCR1;AGXT;GLS;NAGS;OAT;ALDH18A1;SHMT2;AASS;GLS2;ABAT;SDSL;CPS1
cellular response to endogenous stimulus	cellular response to endogenous stimulus;response to endogenous stimulus	GFER;MGARP;FKBP8;DTYMK;CYP11B1;PDE2A;BCL2L11;BCL2L2;COMT;BCL2L1;CRY1;GOLPH3;UCP3;CASP3;HTRA2;CASP9;CPS1;GPX1;TSPO;BCL2;CYP27B1
proton transmembrane transporter activity	proton transmembrane transporter activity;proton transmembrane transport;monoatomic ion transmembrane transporter activity;monoatomic cation transmembrane transporter activity;inorganic cation transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity	COX15;COX8A;SLC25A12;GHITM;COX5A;UQCRH;ATP5MF;ATP5F1B;SLC25A4;NNT;ATP5PD;ATP5MC1;ATP5F1A;ATP5PF;UQCRC1;UQCRFS1;ATP5MC3;COX7B;ATP5PB;SLC25A3;DMAC2L;ATP5PO;ATP5F1C;NDUFA4;PPIF;MRS2;SLC30A9;VDAC1;VDAC2;VDAC3;SLC25A23
defense response to other organism	defense response to other organism;defense response to symbiont	GFER;MAVS;HSPD1;BCL2;ATAD3A;CYP27B1;CASP8;PMAIP1;BNIP3L;GPAM;BCL2L1;SHMT2
response to light stimulus	response to light stimulus;response to radiation	BAX;GPX1;BAK1;BCL2;COMT;OGG1;CRY1;CASP3;CASP9;BCL2L1
negative regulation of organelle organization	negative regulation of organelle organization;negative regulation of cellular component organization	BOK;PIF1;STYXL1;GPX1;SLC25A6;BCL2L2;BAK1;TSPO;PRELID1;PICK1;BCL2L1;MGARP
positive regulation of cellular component biogenesis	positive regulation of cellular component biogenesis;regulation of protein-containing complex assembly	MAVS;BAX;BID;BCL2L11;BAK1;ARL2;DUT
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit;small ribosomal subunit	MRPS31;MRPS33;MRPS35;MRPS10;MRPS22;MRPS16;MRPS18C;MRPS28;DAP3
regulation of cell population proliferation	regulation of cell population proliferation;cell population proliferation	SPHK2;BOK;BAX;BID;GPX1;BAD;BAK1;TSPO;BCL2;CYP27B1;SLC25A27;GPAM;BCL2L1;SHMT2;CASP3;BCL2L2;HSPD1
cytokine production	cytokine production;regulation of cytokine production	SPHK2;MAVS;ABCD1;TSPO;HSPD1;CASP8;GPAM;CASP3
positive regulation of mitochondrial membrane permeability	positive regulation of mitochondrial membrane permeability;mitochondrial outer membrane permeabilization involved in programmed cell death;positive regulation of membrane permeability	BOK;BAX;BID;SLC25A6;BCL2L11;BAK1;BNIP3L;RHOT2;SPG7;RTL10
cell projection organization	cell projection organization;plasma membrane bounded cell projection organization	MGARP;ABCD1;STYXL1;TSPO;BCL2;ADCY10;CEP89;PICK1;GOLPH3;CASP3;EFHD1;BLOC1S1;DGUOK
