representative	grouped_terms	genes
nucleosome assembly	nucleosome assembly;nucleosome organization	SMARCA5;HAT1;H3C6;UBN1;TSPYL2;NASP;TSPYL6;MACROH2A1;TSPY26P;TSPYL4;POLE3;SUPT16H;SHPRH;NAP1L3;H1-10;KAT6B;MACROH2A2;CHRAC1;SPTY2D1;SETSIP;ASF1A;TSPYL5;H2AX;ATRX;TSPYL1;RBBP4;H2BC4;NAA60;H3-3B;MCM3AP;SMARCE1
peroxisome	peroxisome;microbody	CD33;ATAD1;IDH1;PXMP2;DHRS4L1;MUL1;PEX5L;SCP2;MARF1;ABCD2;NUDT17;DNM1L;GNPAT;PEX11A;PEX12;MFF;DDO;ACSL3;MGAT4A;IDI1;ACOXL;ACSL6;MPV17L;TTC1;ABCD1;PXMP4;LACC1;FNDC5;LONP2;ACOT2;AMACR;CAT;PIK3C3;ACBD5;TRIM37;NUDT19;ACOX1;HSD17B4;HACL1;AGPS;PEX3;PEX13;SOD1;ACOX2;VWA8;NBR1;IDE;FAR2;CROT;PEX2;HMGCR;NUDT12
lumenal side of endoplasmic reticulum membrane	lumenal side of endoplasmic reticulum membrane;lumenal side of membrane	HLA-DPB1;CD74;HLA-DRA;CALR;SPPL2A;CANX;SPPL3;HLA-DRB1;HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRB5;NOA1
activation of innate immune response	activation of innate immune response;innate immune response-activating signaling pathway	NLRC4;TLR1;UNC93B1;ZBP1;PUM2;NFKBIZ;TIRAP;SCIMP;CTSS;MNDA;PSPC1;ZCCHC3;CASP6;ERBIN;PIK3AP1;MATR3;LACC1;LILRA2;XRCC5;RNF170;PAK2;LSM14A;KLRC1;FCRL3;PRKDC;EP300;TRIM32;PELI1;ARRB2;IRGM;DDX3X;ZDHHC5;SMPDL3B;BECN1;PARP1;PIK3R1;SIN3A;LYN;PDPK1;TAX1BP1;PJA2;PPP2CA;TLR8;CD300A;TSPAN6;TRAF3IP3;PUM1;BTK;AURKB;FYN;SLC15A2;TREM2;NINJ1;AIM2;PYCARD;CREBBP;MFHAS1;PYHIN1;TOMM70;TBK1;SYK;STMP1;PTPN22;TLR10;SQSTM1;APPL2;AP3B1;GBP5;NLRC3;CLEC4E;NEK7;CLEC7A;TYROBP;RTN4;CD14;GPS2;GFI1;NLRP6;HEXIM1;TIFA;NLRP3;TNIP3;BIRC2;KLRK1;CYBA
regulation of mononuclear cell proliferation	regulation of mononuclear cell proliferation;regulation of lymphocyte proliferation;regulation of leukocyte proliferation	LYN;FADD;CHRNB2;NCKAP1L;GPR183;CD300A;CARD11;ANXA1;PRNP;BTK;RAC2;ST6GAL1;ZAP70;CORO1A;PTPRC;PYCARD;VSIG4;ZP3;NDFIP1;AIF1;LST1;IL2RA;SYK;HLA-DRB1;PTPN6;PTPN22;IL10;HLA-DPA1;TNFSF4;XCL1;TNFSF8;CD6;CD28;IL1B;MEF2C;TYROBP;GLMN;FCGR3A;CD40LG;IL1A;NFATC2;CCL5;TMEM131L;IKZF3;CD86;CRTAM;CD3E;CTLA4;CSF2RA;MAPK1;IL5RA;CSF1R
MHC protein complex assembly	MHC protein complex assembly;peptide antigen assembly with MHC protein complex	PDIA3;HLA-DPB1;HLA-DMB;B2M;HLA-DRA;CALR;HLA-DRB1;HLA-DPA1;TAPBPL;HLA-DQA1;HLA-DQB1;HLA-DRB5
interleukin-4 production	interleukin-4 production;regulation of interleukin-4 production	FOXP3;PRKCQ;GATA3;SASH3;CD83;ZFPM1;FCER1G;ZP3;NDFIP1;SYK;HLA-DRB1;TNFSF4;LEF1;CD28;CD40LG;CD86;NLRP3;CD3E
peptide binding	peptide binding;amide binding	PFDN1;NPR1;TAPBP;MAS1;FCGR2B;ADNP;NUP214;KPNA4;TOMM40L;PEX5L;NPR2;HCRTR2;NPY5R;SRP54;BRAP;ARMCX5-GPRASP2;NUP153;TOMM20;GRIA3;VBP1;LVRN;CEMIP;TLR1;HLA-DPB1;GPR37;KPNA6;HLA-DMB;CD74;MARCO;LNPEP;MGST2;B2M;NPEPPSP1;NPY6R;PPP3R1;HLA-DRA;CALR;CHRNA7;PPIL1;NLN;OPRK1;SRP14;GSTM4;PIK3R1;CALCR;BACE1;KCNIP2;NPFFR2;CD1B;POM121B;AP2B1;NPEPPS;LHCGR;KPNA3;BCHE;CALCRL;PRNP;GPRASP2;GLP2R;ANPEP;GPR22;TREM2;TRBV7-9;GHR;RXRA;ITGAM;TOMM70;ITGB2;IDE;C1QA;CMKLR2;SEC61A2;PFDN4;APBA2;HLA-DRB1;TLR10;MMACHC;HLA-DPA1;ITGA2;VIPR1;MSR1;HLA-DQA1;SLC40A1;MAPK8IP2;TRAV19;LANCL1;HLA-DQB1;EPHA4;TRBV28;HLA-DRB5;NLRP6;CD1E;TM2D1;INHBA;NPR3;GPR171;GRIA4;ACVR1;PLEKHA8P1;SLC46A1;SCP2;GLTPD2;GNMT;MAP1LC3B;PCCA;FKBP3;SOAT2;NQO2;HADHA;RYR2;ACBD5;PLA2G4A;PANK1;LAPTM4B;DHFR;FOLR2;MAG;FTCD
somatic diversification of immune receptors	somatic diversification of immune receptors;somatic diversification of immune receptors via germline recombination within a single locus;somatic cell DNA recombination	POLB;KMT5B;PAXIP1;NHEJ1;FOXP3;SHLD1;CCR6;UNG;EXOSC6;NFKBIZ;MCM3AP;MSH3;MSH6;PRKDC;NBN;YY1;TP53BP1;PTPRC;NDFIP1;IL10;RNF8;MSH2;TNFSF4;BCL11B;CYREN;LEF1;CD28;CTNNBL1;POLQ;CD40LG
Wnt signaling pathway	Wnt signaling pathway;cell-cell signaling by wnt	AMFR;CBY1;RNF43;MARK1;FZD2;PBXIP1;KLHL12;DISC1;WNK2;CSNK2A1;TLE4;ARL6;ASPM;JUP;CELSR2;GSK3A;SOX2;FAM53B;RUVBL1;PLPP3;CRBN;SPIN1;YAP1;LRRFIP2;SPEF1;ROR1;CCNE1;MAPK14;MACF1;CDH2;NDRG2;PPM1A;BCL9;DDX3X;CTR9;EGF;ATP6V0C;RSPO1;HBP1;IGFBP6;DEPDC1B;PPP2CA;MITF;DAAM1;NLK;WNT10B;ZRANB1;USP34;PPM1N;USP8;SOSTDC1;RAC1;AMOTL2;APCDD1;APCDD1L;FBXW11;SALL1;TMEM170B;BAMBI;CXXC4;TMEM67;GPRC5B;VGLL4;CDK14;ZEB2;CCNYL1;WLS;CHD8;DKK3;LEO1;SEMA5A;WNK1;WNT2;CUL3;RSPO4;VANGL2;VANGL1;SENP2;RNF14;FRAT1;FZD7;APP;KREMEN1;GSK3B;VPS35;WNT1;LGR6;ZBED3;TLE1;FZD6;WNT5A;LEF1;FZD1;RTF1;BTRC;APC;PRICKLE1;ROR2;RYK;WNT9B;SFRP5;AMER1;EDA;TRABD2B;C12orf43;EGR1;SOX30;TMEM64;TMEM131L;KLF4;BRD7;ZNRF3;CDH3
stem cell population maintenance	stem cell population maintenance;maintenance of cell number	MCPH1;ASPM;ACTL6A;LDB2;DDX6;SOX2;LSM1;TAF6L;DPF2;PROX1;CUL4A;YAP1;REST;EOMES;CDH2;PCM1;ELAVL1;BCL9;TBX3;CTR9;RBBP7;ZNF706;SIN3A;TBX1;WDR47;SAP30;ZC3H13;HDAC2;MED7;MMP24;BRMS1L;PRRX1;SUDS3;LEO1;DLL1;SAP130;KLF10;MYC;FZD7;ESRRB;SMC1A;RAF1;RTF1;SMARCE1;RBBP4;SMARCA2;SAP30L;WNT9B;SMC3;KLF4
RNA 5'-end processing	RNA 5'-end processing;ncRNA 5'-end processing	UTP20;THG1L;TBL3;POP5;NOP14;RPP25;NOP9;PNPT1;POP1;POP7;TRMT10C;SSB;PRORP;ABT1;POP4;RPP30
regulation of canonical NF-kappaB signal transduction	regulation of canonical NF-kappaB signal transduction;canonical NF-kappaB signal transduction	CASP8;ROR1;PRKCB;ATP2C1;FASLG;PPM1A;TRIM32;PELI1;ARRB2;IRGM;C18orf32;PARP1;SNIP1;PDPK1;FADD;MAPKBP1;DHX36;IRAK1BP1;NUP62;ANGPT1;TFG;IFIT5;CARD11;TSPAN6;PPM1N;ZDHHC13;DDX1;ZFAND6;TRIM13;SECTM1;FBXW11;TAB3;MTDH;TREM2;GPRC5B;PYCARD;TERF2IP;WLS;CD4;USP10;TBK1;GJA1;PIM2;NDFIP1;GPR89A;IKBKG;HLA-DRB1;SQSTM1;TLE1;NLRC3;WNT5A;ZMYND11;BTRC;CLEC7A;IL1B;TAB2;GBP7;SLC39A8;NDFIP2;IL1A;RHOH;EDA;NLRP6;TMEM9B;CUL1;NKIRAS1;TIFA;TNIP3;EP300;ERC1;PRDX1;TLR8;HACD3
negative regulation of cell cycle	negative regulation of cell cycle;negative regulation of cell cycle process	TSPYL2;NEK2;ABRAXAS1;ATR;IK;BAZ1B;NSUN2;GAS1;HECA;CTDSPL;GATA3;TERF1;SOX2;ZW10;WAPL;TIPRL;PROX1;NAE1;NUDT6;MACROH2A1;NUBP1;CUL4A;KLHL22;CRADD;MAPK14;PRKDC;GNB1L;NBN;DYNC1LI1;KAT2B;CCNB1;INTS7;NUF2;TTI2;TRIM37;CDC20;IPO7;STK33;NR2F2;BRCA1;SETMAR;SUV39H1;BUB1B;RB1;AURKB;TP53BP1;CDK5RAP2;FOXO4;GTSE1;CENPF;FBXO7;CLSPN;TMEM67;CLOCK;INCENP;MDM1;NME6;NDC80;MAP3K20;CDC5L;CHMP4C;GPR132;PPP1R13B;GIGYF2;TPR;HEXIM2;IL10;RAD17;CDK1;BLM;DUSP1;FOXN3;HORMAD1;MSH2;RAD21;BRINP3;H2AX;ATRX;MBTPS2;TAOK3;APC;TTI1;RAD50;TOPBP1;RHOB;PTPRK;EIF2AK4;INHBA;KLF4;HEXIM1;BRD7;BTG2;RUNX3;ACVR1
positive regulation of leukocyte proliferation	positive regulation of leukocyte proliferation;positive regulation of mononuclear cell proliferation;positive regulation of lymphocyte proliferation	PDCD1LG2;IL6;FOXP3;PRKCQ;HLA-DPB1;TNFSF9;TGFBR2;HLA-DMB;CD74;TIRAP;SASH3;VAV3;FCRL3;PELI1;LYN;FADD;CHRNB2;NCKAP1L;GPR183;CARD11;ANXA1;BTK;RAC2;ST6GAL1;ZAP70;CORO1A;PTPRC;PYCARD;ZP3;AIF1;IL2RA;SYK;CSF2RA;MAPK1;IL5RA;HLA-DPA1;TNFSF4;XCL1;CSF1R;CD6;CD28;IL1B;MEF2C;FCGR3A;CD40LG;IL1A;NFATC2;CCL5;CD86;CD3E
MHC protein complex binding	MHC protein complex binding;MHC class II protein complex binding	HLA-DPB1;HLA-DMB;CD74;MS4A1;B2M;HLA-DRA;KLRC1;ATP1B1;CD4;HLA-DRB1;HLA-DPA1;TAPBPL;HLA-DQA1;HLA-DQB1;HLA-DRB5;CD8A
tumor necrosis factor superfamily cytokine production	tumor necrosis factor superfamily cytokine production;regulation of tumor necrosis factor superfamily cytokine production;tumor necrosis factor production;regulation of tumor necrosis factor production	CD33;FCGR2B;OAS1;CD47;SPN;RASGRP1;CIDEA;FXR1;IL6;FOXP3;CYBA;PTAFR;TLR1;TIRAP;LILRB4;SASH3;GPR18;LILRA2;CHRNA7;ARFGEF2;ARRB2;CYBB;ILRUN;PIK3R1;FADD;IFNGR1;FCGR2A;ANGPT1;BPI;ZFP36;BTK;HDAC2;TREM2;SPON2;PTPRC;PYCARD;ACP5;PTPRJ;DHX9;SYK;PTPN6;PTPN22;IL10;APP;RAD21;AZU1;C5AR2;NLRC3;WNT5A;CLEC7A;TYROBP;FCGR3A;CD14;IL1A;CD84;CD86;CCL3;CD2
somatic diversification of immunoglobulins	somatic diversification of immunoglobulins;somatic recombination of immunoglobulin gene segments	TFRC;PMS2;TBX21;APLF;SWAP70;POLB;KMT5B;PAXIP1;NHEJ1;FOXP3;SHLD1;CCR6;UNG;EXOSC6;NFKBIZ;MCM3AP;MSH3;MSH6;PRKDC;NBN;YY1;TP53BP1;PTPRC;NDFIP1;IL10;RNF8;MSH2;TNFSF4;CYREN;CD28;CTNNBL1;POLQ;CD40LG
regulation of amide metabolic process	regulation of amide metabolic process;regulation of translation	DAPK1;PDK2;ELP6;PRKAA1;METAP1;LRPPRC;FASTKD2;EIF4A2;FXR1;PARP16;IL6;EIF3C;CNOT8;ROCK1;GRB7;ELP2;EEF2K;NCL;TMED2;PTAFR;WFS1;SERBP1;EIF4E3;CSNK2A1;KHDRBS1;IREB2;NGDN;ELAVL4;PUM2;NOLC1;DDX6;GSK3A;EIF5;MAGOH;DHX29;ERBB2;IGFBP5;EPRS1;CNOT7;GSPT1;PTK2B;NIBAN1;NTRK2;PLD1;FMR1;CALR;LSM14A;TMED10;PYM1;CHRNA7;PRR16;RGS2;TRMT10C;PRKDC;CCN1;EIF5B;EIF2AK1;ELAVL1;METTL18;LARP1;DDX3X;RTN1;ZNF706;CNOT10;ZCCHC4;CSDE1;DNAJC3;SSB;CPEB3;MTIF2;YTHDF2;NANOS1;C8orf88;CAPRIN1;IFNGR1;NSUN3;SLC7A11;DHX36;NHLRC1;IGF2BP3;HBS1L;YTHDF3;ZFP36;PUM1;PRNP;EIF2A;DDX1;NMNAT2;MTOR;GEMIN5;NCBP1;FECH;NSMAF;AGO1;RTN3;EIF4G3;DHX9;DHFR;PPP1R15B;GIGYF2;TPR;USP16;SELENOT;MTPN;ELP4;ORMDL1;APP;ITGA2;EIF4G2;TRIM2;SRP9;PAIP2;PDK3;CD28;RNF139;RTN4;EPHA4;CCL5;EIF2AK4;PRKCD;BTG2
positive regulation of post-transcriptional gene silencing	positive regulation of post-transcriptional gene silencing;positive regulation of post-transcriptional gene silencing by RNA;positive regulation of miRNA-mediated gene silencing	BMP4;FXR1;PUM2;DGCR8;FMR1;TRUB1;ZFP36;PUM1
canonical inflammasome complex assembly	canonical inflammasome complex assembly;NLRP3 inflammasome complex assembly;inflammasome-mediated signaling pathway	IRGM;DDX3X;PPP2CA;BTK;TREM2;PYCARD;STMP1;PTPN22;GBP5;NLRC3;NEK7;NLRP6;NLRP3
transcription elongation by RNA polymerase II	transcription elongation by RNA polymerase II;DNA-templated transcription elongation	INTS12;MED18;GLYR1;MED1;CTDP1;INTS7;SUPT4H1;CTR9;PARP1;GTF2F1;MED25;PBRM1;INTS5;SUPT16H;INTS8;LARP7;MED7;CCNK;NCBP1;LEO1;MED19;INTS9;IWS1;CDK13;RNF8;ELP4;EAPP;MED11;ZMYND11;RTF1;ZMYND8;EAF2;HEXIM1;POLR1F;SCAF8;KAT7
meiotic cell cycle process	meiotic cell cycle process;meiotic nuclear division	SUN1;DDB1;EDNRA;OOEP;SPATA17;MOV10L1;NPR2;TRIP13;MARF1;FIGNL1;RNF212;ANKLE1;SMC4;NSUN2;SPIRE2;ASPM;ACTR2;TEX15;TERF1;FOXJ2;RAD51AP1;CDC25B;MEI4;DCAF13;TOP2A;MSH6;MAPK15;CALR;TDRKH;SMC2;HSPA2;CCNE1;NUF2;SYCP3;CDC20;CYP26B1;SEPTIN1;FANCM;YTHDF2;NCAPD2;ORC4;SPIRE1;ERCC4;CNTD1;UBR2;INCENP;NDC80;C9orf78;SGO1;WASHC5;HORMAD1;RAD21;NCAPH;BCL2L11;TDRD9;WNT5A;CCNE2;ATRX;EREG;RAD50;WEE2;TOP2B;NDC1;MSX2
organelle envelope lumen	organelle envelope lumen;mitochondrial intermembrane space	MICU1;IGF2R;SIRT5;IMMT;THEM4;COA7;AGK;FGR;COA6;PNPT1;NDUFS1;TIMM10B;COX19;PRELID3B;STAR;CYCS;OPA1;NLN;RNASET2;CHCHD4;PLAAT1;BCHE;SOD1;SUOX;NBR1;STMP1;APP;FBXL4;MICU2;DIABLO;ARL2BP
MHC class II protein complex	MHC class II protein complex;MHC class II protein complex assembly;peptide antigen assembly with MHC class II protein complex	HLA-DPB1;HLA-DMB;CD74;B2M;HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRB5
cholesterol biosynthetic process	cholesterol biosynthetic process;secondary alcohol biosynthetic process;sterol biosynthetic process	PRKAA1;LIPA;MSMO1;SEC14L2;PLPP6;IDI1;EBP;CES1;SCAP;G6PD;FDPS;CYP51A1;ERLIN2;HMGCS1;NSDHL;SOD1;CYP7A1;SREBF2;ARV1;FDFT1;ABCG4;HMGCR;MBTPS2;SQLE;CH25H;ERG28
regulation of chromosome separation	regulation of chromosome separation;chromosome separation;regulation of mitotic sister chromatid separation;mitotic sister chromatid separation	TTK;ANAPC15;BIRC5;GEN1;CDCA8;ANAPC7;TRIP13;BUB1;SPDL1;CDC16;SMC4;IK;CSNK2A1;CDC23;ZW10;MAPK15;KLHL22;ANAPC5;SMC2;DYNC1LI1;CCNB1;NUF2;CDC20;NCAPD2;BUB1B;RB1;AURKB;CDK5RAP2;CENPF;INCENP;NDC80;CUL3;TPR;DUSP1;RAD21;NCAPH;NCAPG2;APC
pigment granule organization	pigment granule organization;melanosome organization	AP1B1;BLOC1S4;AP1M1;HPS3;RAB38;DTNBP1;HPS6;HPS5;TYRP1;AP3M1;BLOC1S5;ABCB6;ZEB2;PMEL;KIF13A;AP3B1;SHROOM2
negative regulation of steroid metabolic process	negative regulation of steroid metabolic process;negative regulation of steroid biosynthetic process	ATP1A1;PROX1;SCAP;REST;ERLIN2;SOD1;DKK3;CH25H;PDE8B;GFI1
negative regulation of lymphocyte activation	negative regulation of lymphocyte activation;negative regulation of leukocyte activation;negative regulation of cell activation	CD74;TIGIT;LILRB4;MNDA;FGL2;ERBB2;LAX1;TNFAIP8L2;PELI1;HLX;TBC1D10C;LYN;CLNK;CD300A;ANXA1;PRNP;BTK;FBXO7;VSIG4;NDFIP1;LST1;IL2RA;HLA-DRB1;PTPN6;PGLYRP1;PTPN22;IL10;DUSP22;TNFSF4;XCL1;MERTK;LAPTM5;SOCS6;TYROBP;GLMN;SAMSN1;INHBA;TMEM131L;CD86;CRTAM;CTLA4;RUNX3;BPI;PTPRC;CD84;UBASH3B;THBD;TREM2;GCLC;PRKCD
peroxisomal membrane	peroxisomal membrane;microbody membrane	ABCD3;ACSL4;DHRS7B;PEX10;PEX11B;PLAAT3;ATAD1;PXMP2;PEX5L;ABCD2;GNPAT;PEX11A;PEX12;ACSL3;ACSL6;MPV17L;TTC1;ABCD1;PXMP4;FNDC5;CAT;ACBD5;TRIM37;ACOX1;HSD17B4;AGPS;PEX3;PEX13;NBR1;FAR2;PEX2;HMGCR
histone acetyltransferase activity	histone acetyltransferase activity;peptide-lysine-N-acetyltransferase activity;peptide N-acetyltransferase activity	HAT1;NAA50;MCM3AP;USP22;EP300;NAA40;KAT2B;GTF3C4;JADE2;KAT5;CLOCK;NCOA1;CREBBP;BRPF3;KAT6B;ING3;KAT7;NAA60;GTF2B;NAA20;NAA30
interleukin-6 production	interleukin-6 production;regulation of interleukin-6 production	POU2F2;TLR7;CAPN2;IL6;FOXP3;POU2AF1;CYBA;PTAFR;TLR1;UNC93B1;CD74;TIRAP;SCIMP;LILRB4;HYAL2;LILRA2;IL16;ARRB2;NCKAP1L;TLR8;BPI;BTK;TRPV4;TREM2;SPON2;PYCARD;AIF1;DHX9;SYK;PTPN6;PTPN22;CSK;IL10;APP;TNFSF4;C5AR2;NLRC3;WNT5A;CLEC7A;IL1B;EREG;TYROBP;IL1A;KLF2;CD84
positive regulation of mitotic cell cycle phase transition	positive regulation of mitotic cell cycle phase transition;positive regulation of cell cycle phase transition	LSM10;EIF4G1;MAD2L1BP;UBE2C;ADAMTS1;DDR2;CCND3;RPTOR;RAD51C;MTBP;MBLAC1;ANAPC7;STOX1;SASS6;CDCA5;CDC16;CDC23;CPSF3;CDC25B;RRM1;CUL4A;ANAPC5;HSPA2;CCNE1;MTA3;CCNB1;DDX3X;CDC20;SIN3A;TFDP1;RAB11A;WNT10B;RB1;PBX1;PLRG1;AIF1;RDX;CUL3;CDK1;APP;CCNE2;KCNA5;CYP1A1;GLI1;PPP1R10;PAF1;MAPK15
eosinophil migration	eosinophil migration;eosinophil chemotaxis	CCL18;CCL16;CD300A;CCL14;CCL3L3;CCL26;CCL23;XCL1;CCL5;XCL2;CCL3;CCL4
plasma membrane invagination	plasma membrane invagination;membrane invagination	VAMP7;SPIRE2;MARCO;CLCN3;XKR9;BECN1;FCGR1A;ALKBH4;ANO6;NCKAP1L;CD300A;RAC1;AURKB;SPIRE1;TREM2;ITGAM;ITGB2;AIF1;ARHGAP12;BIN2;ITGA2;APPL2;MSR1;XKR8;TIMD4
