representative	grouped_terms	genes
negative regulation of chromosome segregation	negative regulation of chromosome segregation;negative regulation of metaphase/anaphase transition of cell cycle;negative regulation of chromosome separation;regulation of mitotic sister chromatid segregation;spindle checkpoint signaling;mitotic spindle assembly checkpoint signaling;spindle assembly checkpoint signaling;mitotic spindle checkpoint signaling;negative regulation of sister chromatid segregation;negative regulation of mitotic sister chromatid segregation;negative regulation of mitotic metaphase/anaphase transition;negative regulation of mitotic sister chromatid separation;regulation of chromosome separation;chromosome separation;regulation of mitotic sister chromatid separation;regulation of metaphase/anaphase transition of cell cycle;regulation of sister chromatid segregation;metaphase/anaphase transition of cell cycle	CDC20;BUB1;NDC80;CCNB1;BIRC5;CENPF;AURKB;TRIP13;SPC24;PRAP1;TTK;NUF2;SPC25;BUB1B;CDCA8;ZWINT;PLK1;MAD1L1;MAD2L1;ANAPC15;CDK1;NCAPG;UBE2C;NCAPH;DLGAP5;BCL7C;SMARCD1;CENPE;DPF1;TACC3;RMI2
GTPase binding	GTPase binding;small GTPase binding	MEGF9;IPO9;GGA3;IPO4;GNB2;IQGAP1;XPO1;UNC13B;ROCK1;FGD5;RANBP2;BECN1;MYO5B;FGD2;CDC42EP3;NDRG1;UNC13D;ALS2;IARS1;USP6NL;TBC1D20;CHML;FGD4;XPO7;SH3BP4;C9orf72;XPOT;SYTL4;IPO8;OCRL;BICD2;GAPVD1;FMNL2;RGP1;EPRS1;MLPH;CYFIP2;RPH3AL;PAK2;DOCK7;AIMP1;RASA1;AFDN;MYO1C;DAAM1;TNFAIP1;CDC42EP1;PLEKHG1;BICDL1;DEPDC5;AKAP13;RRAGB;HACE1;YBX3;GOLGA4;ATP7A;TNPO3;DAAM2;HPS6;DAPK3;XPO4;TRIP11;PKN2;RIC1;ARHGAP1;RAB11FIP1;RAB3GAP2;RRAGD;EXOC8;DOCK4;RAPGEF6;GCC2;ROCK2;WHAMM;CHM;GARRE1;ANKFY1;RABGAP1;ABCA1;FARP1;POU4F1;GRIA1
peptide-lysine-N-acetyltransferase activity	peptide-lysine-N-acetyltransferase activity;peptide N-acetyltransferase activity	CLOCK;BRPF1;KAT6B;BRCA2;CREBBP;MSL3;NCOA1;ESCO1;TAF1;NCOA3;SRCAP;EP300;KAT6A;MCM3AP;KAT7;MEAF6;KAT5;ATF2;NAA10
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport	MTCO2P12;CCNB1;CDK1;COA6;BID;NDUFA2;NDUFB1;NDUFS8;COX4I1;NDUFS6;UQCR11;NDUFB2;NDUFA3;COX7A2L;UQCRB;UQCC3;NDUFAF1;NDUFB3;NDUFC1;NDUFA6;NDUFB5;PARK7;NDUFS5;UQCRFS1P1;NDUFA7;UQCR10;COX4I2;NDUFS3;NDUFB7;NDUFA1;NDUFC2;NDUFV2;COX6C;NDUFB6;COX6A1;COX5B;ISCU;NDUFA12;SDHAF2;DGUOK;NDUFAB1;NDUFB10;COX7C;SDHD;UQCRFS1;NDUFB9;COX8C;NDUFS4;COX5A;UQCRHL;COX7B;UQCRC1;COX6B1
NADP+ nucleosidase activity	NADP+ nucleosidase activity;NAD+ nucleotidase, cyclic ADP-ribose generating	CD38;IL1RL2;TLR2;TLR1;IL1RAP
endothelial cell differentiation	endothelial cell differentiation;endothelium development	ZEB1;FSTL1;STC1;BMPR2;IKBKB;RAP1B;RBPJ;PROX1;ROCK1;ROBO4;FZD4;KDR;SMAD4;RAPGEF2;F2RL1;NOTCH4;ZDHHC21;VEZF1;CLDN1;CDH5;AFDN;FOXJ2;MYADM;VEGFA;ACVR2B;TJP1;PDE2A;TNFRSF1A;TJP2;ROCK2;NRP1;ACVR1;VCL;BMP6;ARHGEF26;NRG1;STARD13;PRKD2;KRIT1;RHOB
methylation-dependent protein binding	methylation-dependent protein binding;methylated histone binding	CBX3;MORC3;CHD8;ZMYND8;PWP1;FAM156A;SUZ12;DPF2;MBTD1;CBX2;CHD1;CBX8;MTF2;PHF20L1;ZZEF1;SPIN2A;MSL3;TAF1;KMT2E;JMJD7;SPIN1;ZZZ3;MPHOSPH8;SETD5;RRP8;KDM7A;PHF2;PHF8;KDM4C;KDM5A;BPTF
spindle midzone assembly	spindle midzone assembly;spindle elongation	KIF4A;BIRC5;AURKB;KIF23;CDCA8;PRC1;RACGAP1;KIF11
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	MTCO2P12;COA6;WDR93;COX6B2;NDUFA2;NDUFB1;NDUFS8;COX4I1;NDUFS6;UQCR11;NDUFB2;NDUFA3;COX7A2L;UQCRB;UQCC3;NDUFAF1;NDUFB3;NDUFC1;NDUFA6;NDUFB5;NDUFS5;UQCRFS1P1;NDUFA7;UQCR10;COX4I2;NDUFS3;NDUFB7;NDUFA1;NDUFC2;NDUFV2;COX6C;NDUFB6;COX6A1;COX5B;NDUFA12;DMAC1;NDUFAB1;NDUFB10;BCS1L;COX7C;SDHD;UQCRFS1;NDUFB9;COX8C;NDUFA13;NDUFS4;COX5A;UQCRHL;COX7B;FOXRED1;UQCRC1;DMAC2;COX6B1;STMP1;SURF1;NDUFB11;COX15;UQCRH;NDUFB8;HIGD2A
U2-type catalytic step 1 spliceosome	U2-type catalytic step 1 spliceosome;catalytic step 1 spliceosome	PRPF19;CWC25;RBM22;SNRNP200;CWC22;PRPF8;CASC3
cellular response to nutrient levels	cellular response to nutrient levels;cellular response to extracellular stimulus	WRN;FOXO1;USF1;GCGR;BMT2;SNW1;EIF4G1;UCN2;PIK3C3;KAT5;ATF2;ASNS;WIPI1;BMPR2;GCN1;PRKAA1;SLC2A1;MAP1LC3C;TNRC6A;SZT2;OGT;GABARAPL1;PPM1D;PIM1;BECN1;LAMP2;LPL;CLEC16A;ATF3;DSC2;STK24;PCK1;WNT2B;ZC3H12A;CYP27B1;MYBBP1A;FAS;CDKN2B;MED1;SEH1L;DEPDC5;PLIN2;CREBBP;NCOA1;SP1;TSC1;RRAGB;PRKAA2;EIF2S1;FLCN;RICTOR;RPS6KB1;LARS1;DAPL1;TP53;IGF1R;RRAGD;PRKAB1;XBP1;FNIP1;KICS2;RRP8;EP300;FGF23;MAP3K5;CPEB4;SRF;SLC38A2;FOXO3;GDAP1;KIF26A;ADORA2B;SFRP2;PPP1R9B;AXL;P2RX7;ERCC6
regulation of chromosome segregation	regulation of chromosome segregation;regulation of sister chromatid segregation	TACC3;CDC20;BUB1;NDC80;NCAPG;CCNB1;MKI67;BIRC5;CDCA2;UBE2C;CENPF;NCAPH;CDK1;DLGAP5;AURKB;TRIP13;SPC24;PRAP1;TTK;NUF2;SPC25;BUB1B;CDCA8;ZWINT;PLK1;BCL7C;KIF2C;SMARCD1;MAD1L1;CENPE;MAD2L1;RMI2;ANAPC15;DPF1
cellular response to hepatocyte growth factor stimulus	cellular response to hepatocyte growth factor stimulus;response to hepatocyte growth factor	RELA;APPL1;GCLC;MED1;IL10;GCLM;NRP1;VIL1;GAB1
exoribonuclease complex	exoribonuclease complex;exosome (RNase complex)	EXOSC8;EXOSC9;GTPBP1;EXOSC2;WDR74;PNPT1;SUPV3L1;LAS1L;EXOSC10;EXOSC5;EXOSC6;MTREX;DIS3;MPHOSPH6
