representative	grouped_terms	genes
melanosome	melanosome;pigment granule	CD63;ANXA6;ITGB3;PDIA4;YWHAB;PDIA3;P4HB;SLC2A1;SLC3A2;CTSD;SDCBP;ITGB1;MMP14;RAB29;PPIB;YWHAE;RAB1A;CANX;MYRIP;YWHAZ;GNA13;SEC22B;SYPL1;MFSD12;CAPG;STOM;PRDX1;RAB5C;ANXA11;PDIA6;HSPA5;NCSTN;RAN;PDCD6IP;STX3;RAB7A;ATP1B3;HSP90B1;TFRC;RAB32;ANXA2;CLTC;CTSB;RAB9A;MYO5A;TPP1;ANXA2P2;NAP1L1;CCT4;HSPA8;HSP90AB1;HSP90AA1
membrane coat	membrane coat;coated membrane	CHMP1B;CHMP4A;EPN2;EPS15;AP3D1;ARCN1;SAR1A;COPG1;COPB1;COPE;SEC31A;SEC13;SYNJ1;AP2A1;CLTCL1;CLINT1;COPB2;SEC24A;SCLT1;AP1B1;SGIP1;CHMP2A;SEC24B;AP4B1;CLTB;AP3M1;SEC23A;NECAP1;AP2M1;ARL6;SEC24C;BAIAP2L2;COPA;AP5M1;VPS33A;EPS15L1;AP4E1;STON2;PICALM;AP3M2;CHMP4B;VPS18;CLTA;CLTC;AP3B1;IGF2R;AP2B1;COPG2;KLHL12;AP1S3
cell cycle checkpoint signaling	cell cycle checkpoint signaling;negative regulation of cell cycle phase transition	ATF2;RPS27L;INTS7;TTI2;PLK3;NDC80;EIF2AK4;CDT1;ZNF207;INIP;CDCA8;DNA2;PROX1;RPL26;BABAM2;CDC5L;UFL1;RFWD3;MAPK14;RPA2;DYNC1LI1;RINT1;FANCD2;ORC1;INCENP;PLK2;SPDL1;SDE2;TIPRL;NABP2;CDC20;SYF2;SPC24;XPC;GIGYF2;RPA4;WDR76;E2F7;CCND1;CCNB1;BUB1B;RHNO1;EME1;CDC45;BRCC3;MAD2L1BP;TPR;TTK;ZWINT;PRPF19;PTPN11;BUB3;MAD2L1;CDK1;IK;PARP9;MBTPS2;NABP1;CDC6;DTL;ATM;CDK5RAP2;TRIP13;TP53;TAOK1;MDM2;ZW10;CLSPN;CRY1;LCMT1;DTX3L;NBN;TAOK3;MSH2;PRKDC;RBBP8;RAD50;TP53BP1;CLOCK;TTI1;MAP3K20;DLG1;ACVR1;RGCC;AVEN;PKMYT1;RB1;MACROH2A1;BRD7;ZFP36L2;METTL13;CDKN2B;INHBA;USP47;WEE1;CDC73
nucleic acid transport	nucleic acid transport;RNA transport;establishment of RNA localization	POM121;CPSF6;SLBP;PHAX;CHTOP;SEH1L;THOC7;AHCTF1;SEC13;SETD2;RAE1;NUTF2;NUP133;NUP98;YBX1;HNRNPA1;NUP58;PARP11;UPF2;MVP;CETN3;UPF1;MAGOHB;NEAT1;UPF3B;NOL6;NUP160;TPR;NUP42;NUP155;SNUPN;EIF4A3;SMG6;KHDRBS1;MCM3AP;BICD2;KPNB1;TGFBR2;RAN;NCBP2;HNRNPA2B1;NDC1;NUP50;NUP88;YTHDC1;NUP93;DHX9;AGFG1;XPO5;QKI;EIF4E;NUP205;NUP153;NCBP3;DDX19A;SMG7;RANBP2;MRPL18;NUP37;SSB;NCBP1;XPOT;PNPT1;WNK1;LRPPRC;FXR1;XPO1;ATM
ubiquitin-like protein transferase activity	ubiquitin-like protein transferase activity;aminoacyltransferase activity;ubiquitin-protein transferase activity	RNF145;TOPORS;TRIM37;PCGF5;TRIM44;CCAR1;PIAS2;PJA2;UBE2G1;NHLRC1;RNF11;TNFAIP1;RNF111;RNF44;RNF26;BTRC;MYCBP2;UBE3B;CUL4A;TRIM45;UBE2D3;UBE2R2;UBE2Z;MARCHF1;TRIM9;RNF213;CBX4;MED21;RNF227;PIAS3;KLHL21;UBE2I;RNF2;AREL1;UBE2Q1;ASB1;G2E3;TRIM27;UBR1;FBXW8;TRAF3IP2;HDAC7;UBE3C;RABGEF1;MAGEL2;TRIM35;RNF141;UFL1;RFWD3;TRIM4;CBLB;CBLC;RMND5B;MED1;DZIP3;UBE2C;RNF6;CDC23;MKRN3;UBE2D2;MKRN1;UBE2O;BIRC6;WDSUB1;RFPL2;NFX1;MED12;PRKN;UBE2N;RNF214;FBXO30;FBXL14;UHRF1;PJA1;TRIM5;MARCHF6;ZFP91;BRAP;UBR7;UBE2L6;TRIM62;HECTD1;RNF115;VPS11;BCOR;RNF4;ANKIB1;RNF113A;UBE2D1;MUL1;RNF149;TRIM38;RNF144A;UHRF2;UBE2T;RCHY1;TRIM21;RNF19B;CBLL1;RNF10;ATG12;TRAF2;MARCHF5;TRIM58;TRIM31;PRPF19;RNF212;UBE2E2;RNF169;RNF152;UBE2A;LNX2;BFAR;FBXO10;TRIM69;PPP1R11;RNF168;UBE2F;UBE2Q2;KLHL13;NSMCE1;UBR4;DTL;UBE2E1;HERC2;TRIP12;MDM2;HERC1;RNF34;HERC4;MED17;UBR2;TRIM25;PEX12;TRIM36;UBE2M;SH3RF1;VPS18;RNF40;ATG16L1;NT5C2;RNF182;ATG10;UBR5;KLHL9;CUL2;HERC6;ARIH1;WSB1;DTX3L;RANBP2;MKRN2;CUL3;TRIM26;ATG3;HUWE1;UBE3A;HLTF;LTN1;TRIM6;RNF187;FBXO25;RNF19A;UBE4A;UBE2H;CDK8;HERC3;RSPRY1;TRIM32;LONRF2;SHPRH;NEDD4L;HACE1;LONRF3;RNF20;FBXO11;RNFT2;HERC5;TGM3;TGM2
proteasome complex	proteasome complex;endopeptidase complex	PSMD4;RAD23B;VCP;PSMA1;UBR1;UBE3C;PSMA4;PSMD10;PSMD13;PSMB5;PSMB4;PSMD12;HSPB1;PSMF1;PSMB7;PSMA5;PSMA3;PSMA7;PSMC2;PSMD8;USP14;UCHL5;PSMC4;PSMB9;PSMD6;RAD23A;PSMB2;PSME4;TXNL1;PSMA6;PSMD11;PSME3;PSMD7;PSMC6;PSMD1;PSMD2;PSMC1;UBQLN1;PSMD14;UBE3A;ECPAS;ZFAND2A;PIGK;PIGU;CASP9;HTRA2;CAPN2
regulation of post-translational protein modification	regulation of post-translational protein modification;regulation of protein ubiquitination;regulation of protein modification by small protein conjugation or removal	NSMCE3;UFL1;CBLB;ABL1;PSMD10;UBE2C;CTNNB1;ARRB1;BMI1;SPOPL;CDK5;HSPA1A;USP4;CDC20;COPS3;GTPBP4;BAG5;WFS1;WDR48;COPS4;PRKN;GNL3;UBE2N;INAVA;DERL1;NDFIP2;OGT;HSPA1B;DAXX;DNAJB2;COPS7A;GNL3L;UBE2D1;MUL1;PINX1;RCHY1;BCL10;TRIM21;SASH1;HSPA5;COPS6;NPM1;OTUD4;MAD2L1;LIMK1;KDM1A;FOXF2;SOX4;SPHK1;COPS5;FLCN;PRMT3;DNAJA1;COPS2;SPRY2;CRY1;TRIB3;HERPUD1;BAG2;DTX3L;UBQLN1;CUL3;DCUN1D5;HUWE1;UBE3A;PLAA;COPS8;RIPK2;BEX2;AIMP2;WNK1;HSP90AB1;HMG20A;HSP90AA1;SQSTM1;DDX3X;ISG15
cellular response to topologically incorrect protein	cellular response to topologically incorrect protein;cellular response to unfolded protein	DAB2IP;BAX;ERN2;VCP;PTPN1;DDRGK1;TMED2;UFL1;HSPA1A;TM7SF3;EIF2AK2;DERL2;HERPUD2;OS9;WFS1;PRKN;OPTN;DERL1;CREB3;CCND1;DAXX;DNAJB14;ERO1A;PPP1R15A;HSPA5;ERN1;EIF2AK3;RPAP2;BFAR;MBTPS2;ATF3;ATF6;CTH;COPS5;EIF2S1;AKIRIN2;DDIT3;HERPUD1;DERL3;CUL3;PPP1R15B;HSPB8;CREB3L1;RHBDD1;BAG3;STC2;ERMP1;HSPD1
positive regulation of mRNA catabolic process	positive regulation of mRNA catabolic process;mRNA destabilization;RNA destabilization	DHX36;PUM1;CNOT10;YBX1;DIS3;GTPBP1;GIGYF2;ZC3HAV1;PLEKHN1;PAIP1;MLH1;FTO;UPF1;CSDE1;PDE12;DCPS;EXOSC3;SYNCRIP;SAMD4B;POLR2G;DCP1A;DHX9;CPEB3;PABPC1;QKI;EXOSC9;NOCT;ZFP36L2;CNOT1;TUT4;ROCK1;AGO2;EXOSC5;PNLDC1;ROCK2;PNPT1;HNRNPU;RBM24;CAPRIN1;FXR1;HNRNPD;MOV10;TENT4B;YTHDF3;LSM1;TNRC6B;TNFRSF1B;ZC3H18
nuclear periphery	nuclear periphery;nuclear matrix	RGS12;ZNF703;LMNA;PCNA;ACTL6A;MYB;AKAP8;SCAF8;CAD;AHCTF1;ARID2;CENPW;MBD1;SMARCC1;FIGN;LRIF1;NUP98;LMNB2;SATB2;PBRM1;HAT1;UHRF1;PPIG;SMARCB1;EIF6;S100A10;NUFIP1;ATXN7;TEP1;KIF4A;STAG2;KRT18;TPR;STAG1;ACTB;PSMA6;MSX1;KRT8;HNRNPA2B1;POLA1;ARFGEF1;TP53;NUP93;DCAF7;SMC3;MATR3;OGG1;SORBS1;RUVBL2;ANXA2;BRD7;NUP205;NUP153;CASK;PRPF40A;SNW1;RUVBL1;HLTF;SRPK1;SRRM1;XPOT;SMARCA4;HNRNPU;MAPT;SMC1A
G1/S transition of mitotic cell cycle	G1/S transition of mitotic cell cycle;cell cycle G1/S phase transition	PLK3;RHOU;ADAM17;CDC7;MYC;DLG1;CCNE2;RPL26;EIF4G1;INO80;KLF11;RPTOR;ARID2;RFWD3;DPF3;ACVR1;RPA2;EIF4EBP1;SMARCC1;AMBRA1;PLK2;SDE2;STIL;CUL1;PBRM1;ITGB1;GSPT1;CCNH;GIGYF2;APPL1;E2F7;SMARCB1;CCNA2;CCND1;CDK4;PPP3CA;RGCC;RRM1;LATS2;CDK7;TM4SF5;BCAT1;ACTB;UBE2E2;EGFR;KHDRBS1;PSME3;CDKN3;CDK1;E2F3;ECD;SASS6;RCC1;CDC6;KMT2E;CUL4B;CCNE1;ATM;TP53;MDM2;RB1;EIF4E;PPP2CA;BRD7;RRM2;CUL2;CUL3;USP37;CDKN2B;INHBA;CPSF3;IQGAP3;PRKDC;RDX;RBBP8;SMARCA4;ANKRD17;WEE1;CDC73;CDKN2A;DDX3X;FBXW7;DDRGK1;CRNN;PAF1;ATP2B4;STXBP4;NPAT;METTL13
'de novo' post-translational protein folding	'de novo' post-translational protein folding;'de novo' protein folding	SELENOF;HSPA1A;SDF2L1;UGGT1;HSPA1B;DNAJB14;ERO1A;HSPA1L;CHCHD4;HSPA5;ENTPD5;CCT2;PTGES3;DNAJC7;DNAJB1;HSPE1;DNAJB4;HSPA8;HSPA9;HSPH1;HSPA6;HSPA7;DNAJC2;FKBP1A;HSPD1
positive regulation of interferon-beta production	positive regulation of interferon-beta production;interferon-beta production;regulation of interferon-beta production	TLR3;POLR3B;POLR3D;PTPN11;OAS1;DHX9;POLR3C;RIOK3;POLR3G;TOMM70;RIPK2;ZBTB20;IFIH1;OAS3;HSP90AA1;OAS2;DDX3X;ISG15;TRIM38;REL
cytoskeleton-dependent intracellular transport	cytoskeleton-dependent intracellular transport;transport along microtubule	UBB;SSX2IP;RABGEF1;FUZ;PCM1;ACTN4;FBXW11;NDE1;HTT;RAB6A;WDPCP;HSPB1;MAP1B;AGTPBP1;FYCO1;DYNC2H1;AP3M1;DYNLT2B;KIF3B;KXD1;RAB1A;SYBU;TUBA1B;HOOK1;MYO19;KIF4A;TERF2;KIF5B;FNBP1L;PURA;KIF13B;TRIM58;ARL8B;RAB21;HOOK3;APP;SYNE2;TUBA1C;BICD2;APBA1;BORCS5;CLN3;TANC2;AP3M2;PAFAH1B1;DST;KIF3A;TMEM201;TRAK2;OPA1;AP3B1;MYO5B;MYO5A;ARL3;WDR35;DYNC1I2;DYNC2LI1;SPG11;COPG2;BAG3;ACTR10;BICD1;DYNC1H1;KIF1B;INTU;HNRNPU;UCHL1;LRPPRC;ARHGAP21;MAPT;SPAG17;KIF13A
heterochromatin organization	heterochromatin organization;heterochromatin formation;negative regulation of gene expression, epigenetic	LRIF1;LMNB2;HAT1;PPHLN1;PPM1D;HP1BP3;UHRF1;SETD7;RIF1;RBM15;BAZ2A;TPR;MPHOSPH8;KDM1A;BAZ1A;RRP8;SPTY2D1;H2AC15;YTHDC1;TRIP12;RB1;UBR2;KDM5A;CDYL;MACROH2A1;ZNFX1;UBR5;BEND3;HDAC2;SMARCA5;DYRK1A;SMCHD1;MACROH2A2;JARID2;HNRNPU;CDKN2B-AS1;XIST;BMI1;USP7;TASOR2
precatalytic spliceosome	precatalytic spliceosome;U2-type precatalytic spliceosome	SF3B4;PRPF38B;SNRPD2;SNRPG;PRPF38A;SNRPD1;SF3B6;PRPF6;SNRPGP15;SF3B3;SMU1;SNU13;SNRNP200;SF3A1;SF3B2;SNRPB2;MAGOHB;RNF113A;SNRPE;EFTUD2;SNRPA1;ZMAT2;IK;CWC22;CWC27;SF3A3;PRPF8;SNIP1;MFAP1;PRPF4
primary lysosome	primary lysosome;azurophil granule	PRCP;FUCA2;VAMP7;PSAP;ARG1;ARL8A;ARSA;GLB1;GM2A;TUBB;GUSB;PRTN3;C3AR1;CEACAM6;MAGT1;FAF2;SNAP29;VCP;AGA;UNC13D;CD63;DEFA3;GNS;GDI2;TXNDC5;GRN;HEXA;CAP1;DDOST;PIGR;SDCBP;FUCA1;RAP1B;CTSA;PA2G4;ELANE;TRAPPC1;BPI;FABP5;ACTR2;CPNE3;VNN1;MANBA;STOM;SERPINB3;RAB5C;ANXA11;CD68;HEXB;TMEM179B;GLA;TUBB4B;RNASE2;RNASE3;RETN;CPPED1;NCSTN;DEFA4;ATP11B;ATP6V0C;LAMP2;STX3;MAPK1;PSEN1;PSMD1;BST2;C6orf120;DNAJC13;MPO;ANXA2;VAPA;CCT2;CEACAM8;CTSC;CCT8;LPCAT1;HLA-H;ACTR10;DYNC1H1
establishment of vesicle localization	establishment of vesicle localization;vesicle localization	SYNJ1;PREB;TMED2;ACTN4;FBXW11;NDE1;HTT;CTNNB1;ATP13A2;EXOC2;TRAPPC8;CDK5;AP1AR;MAPK15;FYCO1;CADPS2;SDCBP;CHMP2A;ATP9A;PRKN;AP3M1;STXBP1;EXOC5;GBF1;KIF3B;ARL6;RAB1A;SYBU;SEC16B;TRAPPC1;DNM3;SDC4;MYO19;WDR11;UNC13B;IKBKG;KIF5B;FNBP1L;TRAPPC10;CDH3;TRAPPC4;PDCD6IP;BORCS5;TRIP11;CLASP2;CLN3;PICALM;RAB7A;TANC2;AP3M2;PSEN1;PAFAH1B1;STAM;COPS5;DCTN2;KIF3A;TBC1D23;TRAK2;RAB11A;TRAPPC6B;AP3B1;MYO5B;CUL3;MYO5A;EXOC6B;EXOC4;EXOC8;BBS7;SPG11;BBS2;TRAPPC11;MLPH;KLHL12;KIF13A;TRAPPC2;USO1;VPS33A;SYN3;PCDH17
regulation of establishment of protein localization to telomere	regulation of establishment of protein localization to telomere;positive regulation of establishment of protein localization to telomere;regulation of establishment of protein localization to chromosome	CCT7;CCT2;CCT5;CCT8;TCP1;CCT6A;CCT3;CCT4
antigen processing and presentation of endogenous peptide antigen via MHC class I	antigen processing and presentation of endogenous peptide antigen via MHC class I;antigen processing and presentation of endogenous peptide antigen	ERAP1;RAET1G;HLA-C;IDE;TAP2;TAPBP;HLA-B;HFE;HLA-A;HLA-G;ULBP3;MICB;HLA-H;ULBP2
cilium assembly	cilium assembly;cilium organization	CLCN4;CFAP298;CCDC40;TMEM67;SSX2IP;FBXW8;LRRC43;RSPH1;FUZ;PCM1;DRC1;KIAA0586;ARL13B;GAS8;HTT;CEP135;GDI2;CFAP206;WDPCP;DCX;ARMC9;CFAP70;CEP250;CFAP61;CFAP43;ATXN10;MAP4;MAPK15;SCLT1;PARVA;MACIR;CFAP65;BBS10;TBC1D32;DRC7;DNAAF4;TTC12;DYNC2H1;ABLIM3;DNAI1;RAB3IP;CYLD;EXOC5;GBF1;DYNLT2B;KIF3B;ARL6;EHD4;ONECUT1;ACTR2;CDKL5;CPLANE1;WDR11;TTC39C;TCTN3;ODAD2;GMNC;FNBP1L;MPHOSPH9;KCTD17;TMEM107;RP2;SYNE2;RP1;ATP6V1D;B9D1;MAPRE1;ACTR3;RAB8A;TMEM237;VDAC3;SPAG1;TMEM231;CFAP54;FOXJ1;KIF3A;RPGRIP1L;CFAP157;CEP350;TTBK2;RAB11A;CCNO;ATG3;ARL3;WDR35;RO60;ABLIM1;C2CD3;NEK1;ASAP1;TBC1D31;BBS7;DYNC2LI1;OFD1;TRIM32;CFAP161;DNMBP;BBS2;CEP97;TTLL1;CCDC28B;POC1B;INTU;CEP41;CEP83;ABCC4;WDR44;SEPTIN6;SPAG17;DNAAF1;HYDIN;USP9X;NECTIN2;NEDD9;CEP78
regulation of DNA-templated transcription elongation	regulation of DNA-templated transcription elongation;regulation of transcription elongation by RNA polymerase II;DNA-templated transcription elongation;transcription elongation by RNA polymerase II	INTS7;INTS8;BRD4;MED21;TCERG1;ZMYND11;INTS5;HMGN1;INTS6;SCAF8;NELFCD;MED20;LARP7;MED1;CTNNB1;MED23;MED9;PARP1;KAT7;INTS11;WDR82;SETD5;NELFE;WDR43;CCNK;CDK12;RNF168;NCBP2;MED29;EAF1;ELOA2;TSFM;MED17;LEO1;INTS2;INTS13;ELL;NCBP1;SUPT16H;HNRNPU;ELL2;CDC73;MED14;POLR1E;SETD2;PAF1;TEFM;PBRM1;SART3;GTF2F2;TCEA1;ELOA
response to heat	response to heat;response to temperature stimulus	CRNN;DHX36;MTOR;EIF2B5;HSPB1;HSPA1A;DNAJB6;SLC52A3;LYN;DNAJC2;YWHAE;SLU7;HSPA1B;DAXX;MAPKAPK2;TPR;DNAJA3;IER5;HIKESHI;CRYAB;ATM;EIF2S1;DNAJA1;NF1;MICB;HDAC2;EIF2B2;DNAJA2;EIF2B1;HTRA2;DNAJC7;DNAJB1;HSP90AB3P;CLPB;TRPV4;HSP90AA2P;BAG3;DNAJB4;CHORDC1;HSP90AB1;MAPT;HSP90AA1;DNAJA4;CXCL10;HSPA6;ADRB1;MMP24;ADORA1;ERO1A;EIF2AK3;FOXO1;RNF34;NTSR1;GLRX2;LXN;HSPD1
protein localization to mitochondrion	protein localization to mitochondrion;establishment of protein localization to mitochondrion;protein targeting to mitochondrion	UBE2D3;PITRM1;TIMM23;GRPEL1;FKBP8;SAE1;BAX;BCAP31;RALA;RHOU;BNIP3L;PDCD5;FBXW7;TIMM17B;TOMM22;TOMM5;CSNK2A2;TIMM50;AIFM1;LEPROT;PRKN;ABLIM3;SH3GLB1;TIMM22;VPS11;HSPA1L;HAX1;CHCHD4;MARCHF5;MTX1;HK2;TOMM40;MFN2;TIMM21;DNAJA1;DDIT3;AP3B1;HUWE1;MIPEP;HTRA2;MTX2;TOMM70;USP36;HSPA4;DNM1L;TOMM34;MAPT;HSP90AA1;HSPD1;GDAP1;ISG15;LMAN1;MFF;TIMM8B;TIMM9
regulation of proteasomal protein catabolic process	regulation of proteasomal protein catabolic process;regulation of proteolysis involved in protein catabolic process	CLU;BCAP31;PBK;PLK3;RAD23B;VCP;FBXW7;DDRGK1;UBB;FBXW8;UFL1;PSMD10;SMARCC1;USP7;HSPA1A;PSMF1;PSMC2;USP14;CDC20;BAG5;TAF9;TREM2;USP19;WFS1;DNAAF4;PRKN;UCHL5;PSMC4;OGT;HSPA1B;CSNK1A1;GLMN;HECTD1;RAD23A;USP13;DNAJB2;PHF20L1;RCHY1;PSME3;FOXF2;UBQLN2;HFE;MDM2;PSMC6;PSEN1;EIF3H;PSMC1;DAB2;SH3RF1;TRIB3;HERPUD1;BAG2;UBQLN1;PSMD14;BBS7;USP38;ZFAND2A;RYBP;HSP90AB1;OPHN1;RNFT2;USP25;XPO1;USP9X;LAMP3;EGF;EFNA1;CSNK2A2;AGTPBP1;CCDC22;IKBKG;CSNK2A1;PTK2;PDCL3;CTSC;UBE3A
regulation of protein localization to chromosome, telomeric region	regulation of protein localization to chromosome, telomeric region;positive regulation of protein localization to chromosome, telomeric region	DKC1;GNL3;GNL3L;CCT7;MACROH2A1;CCT2;CCT5;CCT8;TCP1;CCT6A;CCT3;CCT4
regulation of type I interferon production	regulation of type I interferon production;type I interferon production	HMGB2;PPM1B;TRIM27;SETD2;LILRA4;IKBKE;DHX36;TBK1;XAF1;TICAM2;TIRAP;CD14;DHX33;CYLD;TLR3;ZC3HAV1;POLR3B;POLR3D;TRIM38;TRIM21;ATG12;PTPN11;OAS1;POLA1;DHX9;POLR3C;CUL3;RIOK3;REL;POLR3G;TOMM70;RIPK2;ZBTB20;IFIH1;OAS3;HSP90AA1;HSPD1;OAS2;DDX3X;ISG15
regulation of protein localization to Cajal body	regulation of protein localization to Cajal body;positive regulation of protein localization to Cajal body;protein localization to nuclear body;protein localization to Cajal body;protein localization to nucleoplasm	LARP7;DKC1;CCT7;CCT2;CCT5;CCT8;TCP1;CCT6A;CCT3;CCT4;WRAP53
mitotic cytokinesis	mitotic cytokinesis;cytoskeleton-dependent cytokinesis	KIF20B;CENPA;NUSAP1;CHMP1B;CHMP4A;CHMP2B;ARF1;IQGAP2;CDCA8;CKAP2;DCDC1;ANLN;CEP55;EXOC2;INCENP;CHMP2A;EXOC5;RHOC;ECT2;KIF23;RACGAP1;KIF4A;CHMP5;ZFYVE26;ANKRD53;KIF20A;SNX9;SNX33;USP8;PDCD6IP;SPTBN1;SNX18;TRIM36;CHMP4B;RHOB;ROCK1;ARL3;EXOC6B;EXOC4;EXOC8;IQGAP3;STAMBP;ROCK2;ESPL1;RASA1;WNK1;SEPTIN6;SEPTIN7;ACTR2;SEPTIN11;ACTR3;ORC4;WASHC5
binding of sperm to zona pellucida	binding of sperm to zona pellucida;sperm-egg recognition	SPA17;HSPA1L;CCT7;CCT2;ALDOA;PAEP;CCT5;CCT8;TCP1;CLGN;CCT3;UBAP2L;CCT4;VDAC2;FOLR1
regulation of chromosome separation	regulation of chromosome separation;chromosome separation	NCAPH;NDC80;ZNF207;CDCA8;ANAPC7;UBE2C;CDC23;CSNK2A2;DYNC1LI1;INCENP;MAPK15;SPDL1;CDC20;SPC24;CCNB1;BUB1B;SMC2;MAD2L1BP;TPR;CSNK2A1;TTK;ZWINT;BUB3;MAD2L1;IK;ATM;CDK5RAP2;TRIP13;NCAPG;ZW10;RB1;LCMT1;CUL3;SMC4;ESPL1;PPP2R1A;SMARCAD1
positive regulation of telomere maintenance via telomere lengthening	positive regulation of telomere maintenance via telomere lengthening;positive regulation of telomere maintenance via telomerase	HMBOX1;CTNNB1;DHX36;MAPK15;HNRNPA1;DKC1;NAF1;HNRNPA2B1;ATM;CCT7;POT1;MAPK1;CCT2;CCT5;CCT8;TCP1;CCT6A;CCT3;CCT4;PKIB
regulation of response to biotic stimulus	regulation of response to biotic stimulus;regulation of innate immune response;positive regulation of innate immune response;activation of innate immune response;positive regulation of response to biotic stimulus;innate immune response-activating signaling pathway;pattern recognition receptor signaling pathway	HMGB2;ERAP1;PPM1B;SMIM30;NOD1;TRAF3IP2;AHR;RAET1G;NAGK;MAP3K7;MED1;LILRA4;IKBKE;STAT2;LYAR;PIK3AP1;PCBP2;PUM1;XRCC6;TBK1;GRN;HSPA1A;NECTIN2;EIF2AK2;WDFY1;TICAM2;TREM2;TIRAP;CD14;RBM14;BECN1;OPTN;LYN;GIGYF2;INAVA;DHX33;PARP1;APPL1;CYLD;CASP1;YWHAE;TLR3;TRIM5;IFI35;GATA6;ZDHHC5;HSPA1B;LGALS9;SMPDL3B;CSNK1A1;CD180;TRIM62;SERPINB9;YWHAZ;USP18;POLR3B;SUSD4;POLR3D;MUL1;BRCC3;TRIM38;HLA-B;BCL10;TRIM21;MAPKAPK2;SASH1;ATG12;PAK1;CD55;TIGAR;APOBEC3F;TRIM31;IRF4;FADD;LTF;PTPN11;NFKBIZ;OTUD4;IPO5;PVR;FOXP1;ERBIN;GBP2;PARP9;OAS1;SERPINB4;DHX9;RAB11FIP2;RNF34;RPS6KA3;CEACAM1;HLA-A;TRIM25;HLA-G;KLK3;IRAK2;PPP2CA;MATR3;ZNFX1;AKIRIN2;NT5C2;POLR3C;MICB;EPG5;VSIG4;DTX3L;C1QBP;LACC1;AP3B1;UBQLN1;RIOK3;RBM47;TRIM6;POLR3G;PARP14;SLC15A3;CXCL6;SLC15A4;USP38;TRIM32;TOMM70;SLAMF8;PRKDC;TAX1BP1;CLPB;RIPK2;LRRC19;GSDME;DDX60;ANKRD17;HSPA8;PAK2;IFIH1;OAS3;HSP90AA1;HERC5;HSPD1;SQSTM1;DDX3X;ARG2;OASL;RSAD2;ISG15
ATPase-coupled ion transmembrane transporter activity	ATPase-coupled ion transmembrane transporter activity;ATPase activity, coupled to transmembrane movement of ions, rotational mechanism;proton-transporting ATPase activity, rotational mechanism	ATP6V1E2;ATP6V1B2;ATP6V0E1;ATP6V1G1;ATP6V0B;ATP6V0D2;ATP6V1C2;ATP6V1D;ATP6V0C;ATP6V1A;ATP5F1B;ATP6V1F;ATP6V1H;ATP6V1E1
vacuolar proton-transporting V-type ATPase complex	vacuolar proton-transporting V-type ATPase complex;proton-transporting V-type ATPase complex	ATP6V1B2;ATP6V1G1;ATP6V0B;ATP6V0D2;ATP6V1C2;ATP6AP2;TMEM199;ATP6V1D;ATP6V0C;ATP6V1A;ATP6V1F;ATP6V1H;ATP6V1E1;ATP6AP1;ATP6V0E1
DNA damage checkpoint signaling	DNA damage checkpoint signaling;DNA integrity checkpoint signaling	ATR;CHEK1;HUS1;DOT1L;H2AX;CDKN1A;USP28;TICRR;FOXN3;ABRAXAS1;CUL4A;ATF2;RPS27L;INTS7;TTI2;PLK3;EIF2AK4;RPL26;BABAM2;CDC5L;UFL1;RFWD3;MAPK14;RPA2;RINT1;FANCD2;PLK2;SDE2;TIPRL;SYF2;XPC;GIGYF2;RPA4;WDR76;E2F7;CCND1;RHNO1;EME1;BRCC3;PRPF19;PTPN11;CDK1;PARP9;MBTPS2;DTL;ATM;TP53;TAOK1;MDM2;CLSPN;CRY1;DTX3L;NBN;TAOK3;MSH2;PRKDC;TP53BP1;CLOCK;TTI1;MAP3K20;NAE1;CDT1;DNA2;ORC1;CDC45;CDC6
